ORDER,UserLanguage,Consent1,Consent2,Consent3,Consent4,Consent5,T_Consent_First Click,T_Consent_Last Click,T_Consent_Page Submit,T_Consent_Click Count,Prolific_ID,T_Prolific_ID_First Click,T_Prolific_ID_Last Click,T_Prolific_ID_Page Submit,T_Prolific_ID_Click Count,T_Gen_Ins_First Click,T_Gen_Ins_Last Click,T_Gen_Ins_Page Submit,T_Gen_Ins_Click Count,Age,Gender,Nationality,Nationality_3_TEXT,English,English_2_TEXT,City,Profession,Football_1,T_Dem_First Click,T_Dem_Last Click,T_Dem_Page Submit,T_Dem_Click Count,GENERATION_FACTOR,GENERATION_NUMERIC,CHAIN,CHAIN_NUM,CONDITION,INDIVIDUAL,T_READING,T_RECALL,RECALL,PRE_RECALL,RECALL_QUALITATIVE
3,EN-GB,YES,YES,YES,YES,YES,2.762,25.381,25.991,18,5c466ba9eec8c2000130ec60,6.848,7.24,14.902,2,0,0,12.539,0,48,Female,UK,,Yes,,London,Freelancer,5,3.184,44.698,52.902,15,F4,4,CH29,29,F,JOHN,11.601,71.134,6,6,"James is modest. People like James, he is invited out. He is the best player and scores the most goals. People wish he was captain."
1,EN-GB,YES,YES,YES,YES,YES,5.02,151.361,152.397,6,5cfccc437189a800011a3606,3.155,3.155,5.745,1,0,0,16.399,0,40,Female,UK,,Yes,,Bangor,Photography,1,2.848,29.271,30.628,10,F1,1,CH30,30,F,JAMES,87.573,119.474,6,4,"James is invited to parties by his closest friends but he is not liked by his team mates, he is not a very skilful player and he is ignored quite a bit in the team, he wants to become captain but no one wants him to become captain and is not particularly liked by his team mates. "
1,EN-GB,YES,YES,YES,YES,YES,2.949,50.499,51.348,17,5d826545e3ab4b00183cd4e5,4.07,14.805,15.863,4,1.353,41.174,46.857,3,52,Male,UK,,Yes,,London ,Decorating ,7,2.401,44.564,63.388,14,F2,2,CH30,30,F,JAMES,27.017,152.91,2,2,"He’s not liked by his team mates he’s not skilful  and he is ignored quite abit , no one wants him to become captain "
1,EN-GB,YES,YES,YES,YES,YES,3.618,36.896,38.101,16,5ca228e29891f30001116bcf,4.04,4.71,7.811,2,32.66,37.838,39.318,3,20,Female,UK,,Yes,,brighton,retail/childcare,3,1.609,27.524,28.851,12,F3,3,CH30,30,F,JAMES,5.065,61.727,2,1,james isn't as skilfull so he isn't liked by the other members and the other members don't want him to become captain
1,EN-GB,YES,YES,YES,YES,YES,2.64,20.592,21.298,23,5bed46d14e4e6a00010df5c0,2.146,2.146,4.266,1,3.329,7.164,8.651,5,33,Female,UK,,Yes,,Leeds,Home maker,3,1.441,28.855,29.531,18,F4,4,CH30,30,F,JAMES,7.97,61.084,2,1,James is not as skillful and is not liked by members of his team as a result. He wants to be captain.
2,EN-GB,YES,YES,YES,YES,YES,5.02,151.361,152.397,6,5cfccc437189a800011a3606,3.155,3.155,5.745,1,0,0,16.399,0,40,Female,UK,,Yes,,Bangor,Photography,1,2.848,29.271,30.628,10,F1,1,CH30,30,F,BILL,29.701,107.321,10,8,"Bill is quite an angry and violent player, he has injured two team mates in the past when training, his team mates are scared of him and invite him to parties because they dont want to make him angry, he self appointed himself as captain and they let him do it as they dont want to make him angry. His team mates listen to him but dont make eye contact with him"
2,EN-GB,YES,YES,YES,YES,YES,2.949,50.499,51.348,17,5d826545e3ab4b00183cd4e5,4.07,14.805,15.863,4,1.353,41.174,46.857,3,52,Male,UK,,Yes,,London ,Decorating ,7,2.401,44.564,63.388,14,F2,2,CH30,30,F,BILL,28.72,148.727,5,4,He is a bully every one is scared of him no one makes eye contact with him because they are afraid of him he made himself captain because players were scared of him he invites himself to parties because no one will tell him he cannot come because they fear him
2,EN-GB,YES,YES,YES,YES,YES,3.618,36.896,38.101,16,5ca228e29891f30001116bcf,4.04,4.71,7.811,2,32.66,37.838,39.318,3,20,Female,UK,,Yes,,brighton,retail/childcare,3,1.609,27.524,28.851,12,F3,3,CH30,30,F,BILL,37.542,61.326,2,2,bill is a bully and feared by other members of the team. he invites himself to parties because other members are too scared to say no to him. he wants to become captain. 
2,EN-GB,YES,YES,YES,YES,YES,2.64,20.592,21.298,23,5bed46d14e4e6a00010df5c0,2.146,2.146,4.266,1,3.329,7.164,8.651,5,33,Female,UK,,Yes,,Leeds,Home maker,3,1.441,28.855,29.531,18,F4,4,CH30,30,F,BILL,8.599,70.238,2,2,Bill is a bully who invites himself to parties because everyone is afraid to say no to him. He also wants to be captain. 
3,EN-GB,YES,YES,YES,YES,YES,5.02,151.361,152.397,6,5cfccc437189a800011a3606,3.155,3.155,5.745,1,0,0,16.399,0,40,Female,UK,,Yes,,Bangor,Photography,1,2.848,29.271,30.628,10,F1,1,CH30,30,F,JOHN,28.335,83.085,8,6,"John is well liked in the team and is very skilful at playing football, he is invited to parties with his team mates and they listen to him and make eye contact, he was also voted for the captain role by his team mates. "
3,EN-GB,YES,YES,YES,YES,YES,2.949,50.499,51.348,17,5d826545e3ab4b00183cd4e5,4.07,14.805,15.863,4,1.353,41.174,46.857,3,52,Male,UK,,Yes,,London ,Decorating ,7,2.401,44.564,63.388,14,F2,2,CH30,30,F,JOHN,30.908,72.979,5,3,John is well liked by his team he is skilful and he’s always invited to parties  and he’s captain of the team
3,EN-GB,YES,YES,YES,YES,YES,3.618,36.896,38.101,16,5ca228e29891f30001116bcf,4.04,4.71,7.811,2,32.66,37.838,39.318,3,20,Female,UK,,Yes,,brighton,retail/childcare,3,1.609,27.524,28.851,12,F3,3,CH30,30,F,JOHN,2.375,63.512,3,2,john is skilful and liked by everyone on the team. he is the team captain
3,EN-GB,YES,YES,YES,YES,YES,2.64,20.592,21.298,23,5bed46d14e4e6a00010df5c0,2.146,2.146,4.266,1,3.329,7.164,8.651,5,33,Female,UK,,Yes,,Leeds,Home maker,3,1.441,28.855,29.531,18,F4,4,CH30,30,F,JOHN,4.026,61.407,3,2,John is skilled and liked by everyone. He is captain. 
